10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
9,Alexander USPENSKI,RUS,0,56.22,26.82,30.4,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F+3T,,9.5,False,0.0,0,0,0,0,0,0,-1,0,0,-1,,9.5
2,3A<,,3.3,False,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.2
3,3Lz,,6.0,False,-0.6,-1,0,-2,0,-1,1,1,-1,1,-1,,5.4
4,FSSp2,,2.0,False,0.0,0,0,0,1,0,0,0,0,0,1,,2.0
5,CiSt2,,2.3,False,0.1,0,1,0,1,0,0,1,0,0,0,,2.4
6,CSSp2,,2.0,False,-0.18,-1,0,-1,0,0,-1,-1,-1,-2,0,,1.82
7,SlSt2,,2.3,False,0.0,0,0,0,0,1,0,1,0,0,0,,2.3
8,CCoSp1,,2.0,False,0.2,0,1,0,1,0,1,0,0,1,0,,2.2
,,,29.4,,,,,,,,,,,,,,26.82
,Program Components,,,,Factor
,Skating Skills ,,,,1.0,6.25,6.25,6.25,6.0,6.5,6.0,6.0,6.5,6.0,6.5,,6.25
,Transition / Linking Footwork ,,,,1.0,5.5,6.0,6.0,6.0,5.5,5.75,5.25,6.25,5.75,5.75,,5.85
,Performance / Execution ,,,,1.0,6.0,6.0,6.5,6.0,6.25,6.0,6.75,6.25,5.75,6.0,,6.1
,Choreography / Composition ,,,,1.0,5.75,6.25,6.0,6.25,6.5,5.75,6.25,6.25,6.0,6.25,,6.1
,Interpretation ,,,,1.0,5.75,6.25,6.25,6.25,6.0,6.0,6.75,6.0,6.0,5.75,,6.1
,,,,,,,,,,,,,,,,,30.4
Deduction,Falls,-1.0
