10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
5,Yannick PONSERO,FRA,0,62.9,33.0,31.9,2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3A,,7.5,False,1.0,1,1,0,1,1,1,1,1,1,1,,8.5
2,4T+COMBO,,9.0,False,-2.8,-3,-3,-3,-3,-3,-2,-3,-2,-3,-3,,6.2
3,CCoSp4,,3.5,False,0.4,1,1,0,1,1,1,2,0,1,1,,3.9
4,3Lz,,6.0,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.0
5,CSSp4,,3.0,False,0.1,0,1,0,1,0,0,1,0,0,-1,,3.1
6,CiSt3,,3.1,False,0.4,1,1,1,0,1,0,1,1,1,1,,3.5
7,FCSp2,,2.0,False,0.1,0,0,-1,0,1,1,1,0,0,0,,2.1
8,SlSt2,,2.3,False,0.4,0,0,1,1,1,1,1,1,1,0,,2.7
,,,36.4,,,,,,,,,,,,,,33.0
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,6.75,6.75,6.5,6.0,6.75,6.5,7.0,6.75,6.75,6.75,,6.65
,Transition / Linking Footwork  ,,,,1.0,6.0,6.25,6.25,6.0,5.5,6.0,6.0,6.5,6.25,6.25,,6.1
,Performance / Execution  ,,,,1.0,6.25,6.5,6.25,6.0,6.5,6.25,7.0,6.25,6.5,6.5,,6.3
,Choreography / Composition  ,,,,1.0,6.0,6.75,6.5,6.25,6.75,6.25,6.5,6.25,6.75,6.75,,6.4
,Interpretation  ,,,,1.0,6.5,6.75,6.5,6.0,6.5,6.5,6.75,6.25,6.5,6.5,,6.45
,,,,,,,,,,,,,,,,,31.9
Deduction,Time violation,-1.0
Deduction,Falls,-1.0
