8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
1,Madison CHOCK / Evan BATES,USA,8,70.56,33.98,36.58,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,PSt3,,7.1,False,2.38,3,2,2,1,2,2,2,3,,9.48
2,STw4,,6.6,False,1.2,2,2,2,2,2,2,2,2,,7.8
3,1RW2+kpYNN,,3.8,False,1.1,2,2,2,1,2,2,1,2,,4.9
4,2RW3+kpYYN,,4.4,False,1.2,2,2,2,1,2,2,2,2,,5.6
5,CuLi4,,4.5,False,1.7,3,3,2,2,3,3,3,3,,6.2
,,,26.4,,,,,,,,,,,,33.98
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,8.75,9.5,9.25,8.5,9.0,9.25,9.25,9.25,,9.13
,Linking Footwork / Movement  ,,,,0.8,8.75,9.5,9.25,8.25,8.5,9.0,9.0,9.0,,8.92
,Performance  ,,,,0.8,9.0,9.25,9.5,8.5,9.25,9.25,9.25,9.5,,9.25
,Choreography  ,,,,0.8,9.25,9.25,9.25,8.25,8.75,9.5,9.5,9.25,,9.21
,Interpretation / Timing  ,,,,0.8,9.0,9.5,9.25,8.5,9.0,9.5,9.25,9.25,,9.21
,,,,,,,,,,,,,,,36.58
