Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Daisuke TAKAHASHI,JPN,264.41,1,88.57,1,175.84,2008-02-17,fc2008
2,Jeffrey BUTTLE,CAN,234.02,3,83.85,2,150.17,2008-02-17,fc2008
3,Evan LYSACEK,USA,233.11,2,84.06,3,149.05,2008-02-17,fc2008
4,Stephen CARRIERE,USA,218.3,4,74.08,5,144.22,2008-02-17,fc2008
5,Jeremy ABBOTT,USA,206.4,9,60.87,4,145.53,2008-02-17,fc2008
6,Chengjiang LI,CHN,197.98,5,72.25,9,125.73,2008-02-17,fc2008
7,Vaughn CHIPEUR,CAN,196.57,6,70.83,8,125.74,2008-02-17,fc2008
8,Takahiko KOZUKA,JPN,196.38,7,67.48,6,128.9,2008-02-17,fc2008
9,Shawn SAWYER,CAN,187.18,10,60.79,7,126.39,2008-02-17,fc2008
10,Jialiang WU,CHN,182.94,8,64.35,11,118.59,2008-02-17,fc2008
11,Ming XU,CHN,169.17,12,49.08,10,120.09,2008-02-17,fc2008
12,Kensuke NAKANIWA,JPN,167.37,11,55.82,12,111.55,2008-02-17,fc2008
13,Abzal RAKIMGALIEV,KAZ,138.88,13,43.17,13,95.71,2008-02-17,fc2008
14,Tristan THODE,NZL,115.99,14,42.16,16,73.83,2008-02-17,fc2008
15,Luis HERNANDEZ,MEX,112.05,16,39.39,17,72.66,2008-02-17,fc2008
16,Justin PIETERSEN,RSA,111.16,18,36.39,14,74.77,2008-02-17,fc2008
17,Nicholas FERNANDEZ,AUS,109.77,15,41.14,20,68.63,2008-02-17,fc2008
18,Joel WATSON,NZL,109.03,19,35.02,15,74.01,2008-02-17,fc2008
19,Kevin ALVES,BRA,108.12,17,37.05,18,71.07,2008-02-17,fc2008
20,Robert MCNAMARA,AUS,102.23,21,32.42,19,69.81,2008-02-17,fc2008
21,Humberto CONTRERAS,MEX,95.5,20,34.2,21,61.3,2008-02-17,fc2008
