12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
32,Luka CADEZ,SLO,0,38.36,21.39,17.97,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3Lz+COMBO,,6.0,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.0
2,3Lo,,5.0,False,-2.29,-2,-2,-3,-2,-3,-2,-3,-3,-3,-2,-3,-2,,2.71
3,FSSp2,,2.0,False,-0.13,-1,-1,-1,0,0,0,0,-1,0,-1,0,0,,1.87
4,CiSt2,,2.3,False,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,2.3
5,2A,,3.5,False,0.0,0,0,0,0,0,1,0,0,0,0,0,0,,3.5
6,CSSp2,,2.0,False,0.0,-1,0,0,0,0,1,0,0,0,0,0,0,,2.0
7,SlSt2,,2.3,False,0.0,0,0,1,0,0,1,0,0,0,0,0,0,,2.3
8,CCoSp4,,3.5,False,0.21,0,1,-1,0,0,1,1,0,1,1,0,1,,3.71
,,,26.6,,,,,,,,,,,,,,,,21.39
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,4.25,3.0,5.75,4.0,4.5,3.75,4.0,3.75,4.25,3.0,4.25,4.25,,3.89
,Transition / Linking Footwork  ,,,,1.0,4.0,2.5,5.25,3.5,4.0,3.5,3.0,2.75,3.5,2.5,3.5,3.75,,3.36
,Performance / Execution  ,,,,1.0,4.0,2.75,4.75,4.0,4.25,3.5,3.75,3.0,3.5,3.25,3.75,3.75,,3.61
,Choreography / Composition  ,,,,1.0,3.75,3.0,5.75,3.75,4.25,3.25,4.0,2.75,3.75,3.0,3.75,4.0,,3.5
,Interpretation  ,,,,1.0,4.0,3.0,4.5,4.0,4.5,3.5,3.5,3.0,3.5,3.0,4.0,3.75,,3.61
,,,,,,,,,,,,,,,,,,,17.97
Deduction,Falls,-1.0
