12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
23,Moris PFEIFHOFER,SUI,0,49.84,26.81,23.03,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3Lz<+3T<,e,3.2,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,2.2
2,3Lo,,5.0,False,-0.29,0,0,0,-1,0,-1,0,0,0,0,-1,0,,4.71
3,FSSp4,,3.0,False,0.36,1,1,1,0,1,1,1,0,1,0,1,1,,3.36
4,CiSt3,,3.1,False,0.0,0,0,1,0,0,0,0,0,0,0,0,0,,3.1
5,2A,,3.5,False,0.43,0,1,1,1,0,1,0,0,0,0,1,0,,3.93
6,CSSp4,,3.0,False,0.5,1,1,1,1,1,1,1,1,1,0,1,1,,3.5
7,CCoSp4,,3.5,False,0.21,0,1,0,1,1,0,0,0,0,0,0,1,,3.71
8,SlSt2,,2.3,False,0.0,0,0,1,0,1,0,0,0,1,0,0,0,,2.3
,,,26.6,,,,,,,,,,,,,,,,26.81
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,4.75,4.25,7.0,4.5,5.25,4.25,4.5,5.75,5.0,4.25,4.75,5.0,,4.68
,Transition / Linking Footwork  ,,,,1.0,4.75,4.25,7.25,4.0,5.0,4.0,3.75,5.25,4.75,3.5,4.5,4.75,,4.46
,Performance / Execution  ,,,,1.0,5.0,4.5,7.5,4.5,5.25,3.75,4.25,5.5,4.5,4.0,4.5,5.0,,4.68
,Choreography / Composition  ,,,,1.0,4.75,4.5,7.5,4.0,5.25,4.0,3.75,5.25,5.0,3.75,4.5,5.0,,4.57
,Interpretation  ,,,,1.0,4.75,4.5,7.25,4.5,5.25,4.0,4.25,5.5,5.25,4.0,4.75,4.75,,4.64
,,,,,,,,,,,,,,,,,,,23.03
