8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
4,Maia SHIBUTANI / Alex SHIBUTANI,USA,6,56.46,30.08,26.38,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,STw4,,6.0,False,0.92,1,2,2,1,2,2,2,2,,6.92
2,NtMiSt3,,6.5,False,1.17,1,2,2,0,1,1,1,1,,7.67
3,GW1Se3,,5.0,False,0.33,0,1,0,0,1,1,1,1,,5.33
4,GW2Se2,,6.0,False,-0.42,-1,-1,-2,-1,0,0,-1,-1,,5.58
5,CuLi4,,4.0,False,0.58,1,2,1,1,1,1,0,2,,4.58
6,Li+TRANS,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
,,,27.5,,,,,,,,,,,,30.08
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.25,6.5,6.25,6.75,6.5,7.0,7.0,6.75,,6.63
,Linking Footwork / Movement  ,,,,0.7,6.0,6.25,6.25,6.5,6.5,6.75,6.5,6.5,,6.42
,Performance  ,,,,0.7,6.0,6.5,6.25,7.0,6.75,6.75,6.75,6.75,,6.63
,Choreography  ,,,,0.8,6.25,6.75,6.25,7.0,6.5,7.0,7.0,6.75,,6.71
,Interpretation / Timing  ,,,,1.0,6.25,6.75,6.0,6.75,6.5,6.5,6.75,7.0,,6.58
,,,,,,,,,,,,,,,26.38
