Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Evgeni PLUSHENKO,RUS,240.65,1,82.25,1,158.4,2009-10-25,gprus09
2,Takahiko KOZUKA,JPN,215.13,2,75.5,2,139.63,2009-10-25,gprus09
3,Artem BORODULIN,RUS,201.55,4,72.07,3,129.48,2009-10-25,gprus09
4,Johnny WEIR,USA,198.55,3,72.57,6,125.98,2009-10-25,gprus09
5,Kevin VAN DER PERREN,BEL,189.33,7,63.15,5,126.18,2009-10-25,gprus09
6,Adrian SCHULTHEISS,SWE,185.02,5,67.94,8,117.08,2009-10-25,gprus09
7,Brandon MROZ,USA,181.8,11,54.5,4,127.3,2009-10-25,gprus09
8,Shawn SAWYER,CAN,179.58,8,61.38,7,118.2,2009-10-25,gprus09
9,Florent AMODIO,FRA,171.65,9,59.95,9,111.7,2009-10-25,gprus09
10,Ivan TRETIAKOV,RUS,164.3,6,65.1,10,99.2,2009-10-25,gprus09
11,Ari-Pekka NURMENKARI,FIN,149.91,10,57.31,11,92.6,2009-10-25,gprus09
