Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Miki ANDO,JPN,171.93,3,57.18,1,114.75,2009-10-25,gprus09
2,Ashley WAGNER,USA,163.97,5,55.16,2,108.81,2009-10-25,gprus09
3,Alena LEONOVA,RUS,160.06,4,56.78,3,103.28,2009-10-25,gprus09
4,Alissa CZISNY,USA,158.3,2,57.64,4,100.66,2009-10-25,gprus09
5,Mao ASADA,JPN,150.28,6,51.94,5,98.34,2009-10-25,gprus09
6,Julia SEBESTYEN,HUN,148.5,1,57.94,7,90.56,2009-10-25,gprus09
7,Amelie LACOSTE,CAN,139.39,7,51.82,8,87.57,2009-10-25,gprus09
8,Jenna MCCORKELL,GBR,134.7,11,40.94,6,93.76,2009-10-25,gprus09
9,Oksana GOZEVA,RUS,128.52,8,51.08,9,77.44,2009-10-25,gprus09
10,Katarina GERBOLDT,RUS,117.77,9,42.64,10,75.13,2009-10-25,gprus09
11,Annette DYTRT,GER,109.74,12,36.76,11,72.98,2009-10-25,gprus09
12,Anastasia GIMAZETDINOVA,UZB,108.46,10,42.3,12,66.16,2009-10-25,gprus09
