Rank,Name,Nation,Points,Short Rank,Short Score,OD Rank,OD Score,Free Rank,Free Score,Date,Event
1,Meryl DAVIS / Charlie WHITE,USA,201.1,1,37.87,1,62.21,1,101.02,2009-10-25,gprus09
2,Anna CAPPELLINI / Luca LANOTTE,ITA,168.57,2,32.73,2,52.58,2,83.26,2009-10-25,gprus09
3,Ekaterina RUBLEVA / Ivan SHEFER,RUS,163.32,3,30.33,3,50.92,3,82.07,2009-10-25,gprus09
4,Vanessa CRONE / Paul POIRIER,CAN,157.0,4,29.94,4,48.45,4,78.61,2009-10-25,gprus09
5,Anastasia PLATONOVA / Alexander GRACHEV,RUS,153.22,7,27.93,5,47.88,5,77.41,2009-10-25,gprus09
6,Ekaterina RIAZANOVA / Ilia TKACHENKO,RUS,147.92,8,27.89,6,47.45,6,72.58,2009-10-25,gprus09
7,Lucie MYSLIVECKOVA / Matej NOVAK,CZE,146.95,6,28.08,7,47.01,7,71.86,2009-10-25,gprus09
8,Katherine COPELY / Deividas STAGNIUNAS,LTU,146.76,5,29.39,8,46.26,8,71.11,2009-10-25,gprus09
9,Carolina HERMANN / Daniel HERMANN,GER,134.69,9,25.54,9,42.64,9,66.51,2009-10-25,gprus09
