12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
8,Alban PREAUBERT,FRA,0,118.09,56.81,63.28,2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,4T,,9.0,False,-0.14,-1,-1,0,0,-1,0,0,0,0,0,0,0,,8.86
2,3F+3T,,9.5,False,-1.86,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,-2,,7.64
3,3A,,7.5,False,-0.14,0,-1,0,0,0,1,-1,0,0,0,0,0,,7.36
4,3A+SEQ,,6.0,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.0
5,FSSp2,,2.0,False,0.0,0,-2,0,0,0,0,0,0,0,0,0,0,,2.0
6,3Lz,e,6.6,True,-1.57,-2,-2,-2,-1,-2,-1,-2,-1,-1,-2,-2,-1,,5.03
7,3F<,,1.87,True,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.87
8,CUSp2,,2.0,False,0.07,0,0,0,0,0,1,0,0,0,1,0,0,,2.07
9,CiSt3,,3.1,False,0.21,1,0,1,1,0,1,0,0,1,1,0,0,,3.31
10,CCoSp2,,2.5,False,0.14,0,-1,0,0,0,1,0,0,1,1,0,0,,2.64
11,3S,,4.95,True,0.0,0,0,0,0,0,1,-1,0,0,0,0,0,,4.95
12,3Lo,,5.5,True,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,,4.5
13,SlSt2,,2.3,False,0.21,1,0,1,0,1,1,0,0,1,0,0,1,,2.51
14,CSSp2,,2.0,False,0.07,1,-1,0,0,0,1,0,0,0,1,0,0,,2.07
,,,64.82,,,,,,,,,,,,,,,,56.81
,Program Components,,,,Factor
,Skating Skills  ,,,,2.0,6.25,5.25,6.5,6.5,6.25,6.5,6.5,5.75,6.75,6.25,6.0,6.5,,6.36
,Transition / Linking Footwork  ,,,,2.0,6.5,5.0,6.25,7.5,5.75,6.5,5.75,5.5,6.5,6.25,6.0,6.25,,6.14
,Performance / Execution  ,,,,2.0,6.75,5.5,7.0,6.75,6.25,6.25,5.75,6.25,6.75,6.5,5.75,6.25,,6.21
,Choreography / Composition  ,,,,2.0,7.0,6.0,6.75,8.0,6.25,6.5,6.0,6.0,7.25,6.5,6.0,6.5,,6.43
,Interpretation  ,,,,2.0,7.0,5.75,6.75,7.5,6.75,6.25,6.25,6.25,7.0,6.75,5.75,6.75,,6.5
,,,,,,,,,,,,,,,,,,,63.28
Deduction,Falls,-2.0
