12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
7,Sergei DAVYDOV,BLR,0,121.27,60.21,62.06,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3A+3T,,11.5,False,1.0,1,1,0,0,1,2,2,1,1,0,1,1,,12.5
2,3A,,7.5,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,4.5
3,3Lz+2T+2T,,8.6,False,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,8.6
4,FSSp2,,2.0,False,0.29,1,1,0,0,0,0,1,1,1,1,0,1,,2.29
5,CiSt2,,2.3,False,0.36,1,1,1,0,1,1,1,1,1,0,0,1,,2.66
6,3F,e,6.05,True,-1.86,-2,-2,-2,-2,-2,-1,-2,-1,-1,-3,-2,-2,,4.19
7,2Lo+2T,,3.08,True,-0.04,0,-1,0,0,0,0,-1,0,0,0,0,0,,3.04
8,3S,,4.95,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,4.95
9,USp2,,1.5,False,0.0,1,0,0,-1,0,0,0,0,0,0,0,0,,1.5
10,3T,,4.4,True,0.14,0,0,0,1,0,1,0,0,0,0,0,0,,4.54
11,2A,,3.85,True,0.14,0,1,0,0,0,1,0,0,0,0,0,0,,3.99
12,CCoSp2,,2.5,False,0.14,0,0,0,0,0,1,1,1,0,1,0,0,,2.64
13,SlSt2,,2.3,False,0.14,1,0,0,0,0,1,0,0,0,1,0,1,,2.44
14,CSSp3,,2.3,False,0.07,0,0,0,0,0,1,0,0,0,1,0,0,,2.37
,,,62.83,,,,,,,,,,,,,,,,60.21
,Program Components,,,,Factor
,Skating Skills  ,,,,2.0,6.75,6.25,6.75,7.0,6.75,6.0,6.75,6.5,7.0,6.5,6.0,6.75,,6.57
,Transition / Linking Footwork  ,,,,2.0,6.5,4.5,6.25,6.25,5.75,6.0,6.0,6.25,6.25,5.75,5.25,6.5,,5.89
,Performance / Execution  ,,,,2.0,6.75,5.5,6.5,6.75,6.25,6.0,6.25,6.0,6.75,6.25,5.75,6.75,,6.29
,Choreography / Composition  ,,,,2.0,6.75,5.0,6.5,7.0,6.0,5.75,6.25,6.5,6.5,6.0,5.5,6.5,,6.07
,Interpretation  ,,,,2.0,6.75,5.25,6.75,6.25,6.25,5.75,6.5,6.5,6.75,6.25,5.75,6.75,,6.21
,,,,,,,,,,,,,,,,,,,62.06
Deduction,Falls,-1.0
