12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
17,Javier FERNANDEZ,ESP,0,102.16,55.42,46.74,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3A,,7.5,False,0.29,1,1,1,0,0,1,0,0,1,0,0,0,,7.79
2,3Lz,e,6.0,False,-2.0,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-3,,4.0
3,3Lo,,5.0,False,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,5.0
4,CSSp4,,3.0,False,0.21,1,0,0,1,0,1,1,0,1,0,0,0,,3.21
5,3F+2T,,6.8,False,-0.71,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,,6.09
6,3Lo+2T,,6.3,False,-0.57,-1,-1,-1,-1,0,0,-1,-1,-2,-1,0,0,,5.73
7,CiSt2,,2.3,False,0.07,0,-1,0,1,0,1,0,0,0,0,0,0,,2.37
8,3S+2S+SEQ,,5.1,True,-1.0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,,4.1
9,3T,,4.4,True,-1.29,-2,-2,-1,-2,-1,-1,-2,-1,-1,-1,-1,-1,,3.11
10,CCoSp4,,3.5,False,0.07,0,-1,0,0,0,0,1,-1,1,0,0,0,,3.57
11,SlSt1,,1.8,False,-0.21,0,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,,1.59
12,FSSp2,,2.0,False,0.0,0,0,0,0,0,1,0,0,-1,0,0,0,,2.0
13,2A,,3.85,True,0.14,0,0,0,0,0,1,0,0,0,0,1,0,,3.99
14,CoSp4,,3.0,False,-0.13,-1,-1,0,-1,-1,0,0,0,-1,0,0,0,,2.87
,,,60.55,,,,,,,,,,,,,,,,55.42
,Program Components,,,,Factor
,Skating Skills  ,,,,2.0,5.25,4.25,4.5,6.0,4.5,4.75,5.5,5.0,4.25,5.0,4.75,4.75,,4.79
,Transition / Linking Footwork  ,,,,2.0,5.0,4.0,4.0,6.5,4.25,4.25,5.0,4.5,4.0,4.75,4.75,4.75,,4.54
,Performance / Execution  ,,,,2.0,4.75,4.25,4.25,5.75,4.75,4.5,5.25,5.25,4.5,4.5,4.5,4.75,,4.68
,Choreography / Composition  ,,,,2.0,4.75,4.5,4.25,6.75,4.0,4.75,4.75,4.5,4.5,4.75,5.0,4.5,,4.68
,Interpretation  ,,,,2.0,5.0,4.25,4.25,6.5,4.75,4.5,5.0,4.25,4.25,5.0,4.5,4.75,,4.68
,,,,,,,,,,,,,,,,,,,46.74
