Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Dan ZHANG / Hao ZHANG,CHN,177.42,1,67.06,2,110.36,2008-11-23,gprus08
2,Yuko KAWAGUCHI / Alexander SMIRNOV,RUS,169.27,2,58.76,1,110.51,2008-11-23,gprus08
3,Tatiana VOLOSOZHAR / Stanislav MOROZOV,UKR,167.86,3,58.34,3,109.52,2008-11-23,gprus08
4,Lubov ILIUSHECHKINA / Nodari MAISURADZE,RUS,150.79,5,49.96,4,100.83,2008-11-23,gprus08
5,Ksenia OZEROVA / Alexander ENBERT,RUS,147.88,4,52.26,5,95.62,2008-11-23,gprus08
6,Monica PISOTTA / Michael STEWART,CAN,129.33,6,47.86,6,81.47,2008-11-23,gprus08
7,Amanda VELENOSI / Mark FERNANDEZ,CAN,98.85,7,35.56,8,63.29,2008-11-23,gprus08
8,Ekaterina SOKOLOVA / Fedor SOKOLOV,ISR,97.73,8,31.06,7,66.67,2008-11-23,gprus08
