Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Carolina KOSTNER,ITA,170.72,2,57.02,1,113.7,2008-11-23,gprus08
2,Rachael FLATT,USA,166.06,3,55.92,2,110.14,2008-11-23,gprus08
3,Fumie SUGURI,JPN,162.04,1,58.3,3,103.74,2008-11-23,gprus08
4,Alissa CZISNY,USA,151.03,5,53.5,4,97.53,2008-11-23,gprus08
5,Alena LEONOVA,RUS,145.93,7,50.96,5,94.97,2008-11-23,gprus08
6,Elena GLEBOVA,EST,140.67,6,51.02,6,89.65,2008-11-23,gprus08
7,Julia SEBESTYEN,HUN,131.54,4,53.64,10,77.9,2008-11-23,gprus08
8,Kimmie MEISSNER,USA,131.36,8,48.08,7,83.28,2008-11-23,gprus08
9,Na-Young KIM,KOR,125.95,10,43.26,8,82.69,2008-11-23,gprus08
10,Nina PETUSHKOVA,RUS,125.61,9,43.3,9,82.31,2008-11-23,gprus08
